account_id,total_amount_usd,avg_amount_usd,std_amount_usd,tx_count,tx_freq,tx_freq_std,asset_diversity,borrow_count,repay_count,first_seen,last_seen,behavior_consistency,borrow_repay_ratio,active_days,cluster,deposit_volume,risk_score,credit_score
0x4e0f3f146da2c6c8c023b0d9cac8a4e3af7cda7a,128.88161099203032,128.88161099203032,0.0,1,0.0,0.0,1,0,1,2019-08-12 14:28:12,2019-08-12 14:28:12,0.0,0.0,1,0,128.88161099203032,0.0,2.1
0xd320a35ee540f23473d59f6f24e5862235770882,502.3215157282321,502.3215157282321,0.0,1,0.0,0.0,1,0,1,2019-07-16 05:46:38,2019-07-16 05:46:38,0.0,0.0,1,0,502.3215157282321,0.0,2.1
0xd2fbab0af98355e472f3c45b70d85f9557f23781,45.150109585076756,45.150109585076756,0.0,1,0.0,0.0,1,0,1,2019-08-01 09:23:38,2019-08-01 09:23:38,0.0,0.0,1,0,45.150109585076756,0.0,2.1
0xd30614bb2ba22173f18809f7ff2de68b77bafe28,1.962117006653324,1.962117006653324,0.0,1,0.0,0.0,1,0,1,2019-08-04 22:52:06,2019-08-04 22:52:06,0.0,0.0,1,0,1.962117006653324,0.0,2.1
0xb3ac70bbe754306132ffd58e2753f4a23ea0f4c9,60.44512934710402,60.44512934710402,0.0,1,0.0,0.0,1,0,1,2019-07-17 21:44:47,2019-07-17 21:44:47,0.0,0.0,1,0,60.44512934710402,0.0,2.1
0x5265953b7bd403a51eb79971caa7bd62259e0fd8,19.856409039326856,19.856409039326856,0.0,1,0.0,0.0,1,0,1,2019-07-28 11:37:03,2019-07-28 11:37:03,0.0,0.0,1,0,19.856409039326856,0.0,2.1
0x52758c5ee04f92dad5c11fd770ec9f4de050dda6,162.2232928564271,162.2232928564271,0.0,1,0.0,0.0,1,0,1,2019-06-25 07:18:34,2019-06-25 07:18:34,0.0,0.0,1,0,162.2232928564271,0.0,2.1
0x4e2bf80bd2c4fb7972a1a094b12931a0603e8aa9,50.785353581469295,50.785353581469295,0.0,1,0.0,0.0,1,0,1,2019-07-25 01:41:19,2019-07-25 01:41:19,0.0,0.0,1,0,50.785353581469295,0.0,2.1
0x5276982277e69c70e18963d786bf30a6428cbaf8,352.94708388095256,352.94708388095256,0.0,1,0.0,0.0,1,0,1,2019-05-24 18:35:46,2019-05-24 18:35:46,0.0,0.0,1,0,352.94708388095256,0.0,2.1
0x901e9ffe28c136759399025ef9d2da2ca9089bd2,702.075629447531,702.075629447531,0.0,1,0.0,0.0,1,0,1,2019-05-23 17:37:04,2019-05-23 17:37:04,0.0,0.0,1,0,702.075629447531,0.0,2.1
0x52a77dcf83cf38f62f6857bb01c5c3c8ae11f4af,666.5018969082873,666.5018969082873,0.0,1,0.0,0.0,1,0,1,2019-07-27 03:57:04,2019-07-27 03:57:04,0.0,0.0,1,0,666.5018969082873,0.0,2.1
0xd3802dce7f7a54d59e7a64329d287624ff3f495a,0.013776,0.013776,0.0,1,0.0,0.0,1,0,1,2019-06-21 04:59:54,2019-06-21 04:59:54,0.0,0.0,1,0,0.013776,0.0,2.1
0x52af787439a82f36d6ef6b0da0f0e5ecce29ff90,22.275516023490848,22.275516023490848,0.0,1,0.0,0.0,1,0,1,2019-08-03 15:15:46,2019-08-03 15:15:46,0.0,0.0,1,0,22.275516023490848,0.0,2.1
0xd36a377d2b7a8bcdd2d7339e78bb4cf53c3d40ac,14.952481,14.952481,0.0,1,0.0,0.0,1,0,1,2019-07-03 23:53:50,2019-07-03 23:53:50,0.0,0.0,1,0,14.952481,0.0,2.1
0x9010382adda7d23229ebe304ee48ecb6eae29dc8,0.319921458618663,0.319921458618663,0.0,1,0.0,0.0,1,0,1,2019-07-28 20:18:56,2019-07-28 20:18:56,0.0,0.0,1,0,0.319921458618663,0.0,2.1
0x52ccdb51dc5515aa9e6539d305daa6ff8a3384ca,271.098393440194,271.098393440194,0.0,1,0.0,0.0,1,0,1,2019-06-19 10:53:40,2019-06-19 10:53:40,0.0,0.0,1,0,271.098393440194,0.0,2.1
0xd333746e878b544c87e855018af40c8a0e133d6f,3245.5989208407223,3245.5989208407223,0.0,1,0.0,0.0,1,0,1,2019-06-26 22:41:55,2019-06-26 22:41:55,0.0,0.0,1,0,3245.5989208407223,0.0,2.1
0x8fe2bcf9c09d0e3a9f8a4d9e76b13ad605dc7810,180.26654053479473,180.26654053479473,0.0,1,0.0,0.0,1,0,1,2019-08-12 02:00:25,2019-08-12 02:00:25,0.0,0.0,1,0,180.26654053479473,0.0,2.1
0x52eeb7027c0a393d977254b21d830eab19c2a99f,179.6086100137639,179.6086100137639,0.0,1,0.0,0.0,1,0,1,2019-05-23 21:23:26,2019-05-23 21:23:26,0.0,0.0,1,0,179.6086100137639,0.0,2.1
0x8fe023f1f4077e6cf1867c929a74718f876fbd70,6656.814060269913,6656.814060269913,0.0,1,0.0,0.0,1,0,1,2019-08-11 12:13:28,2019-08-11 12:13:28,0.0,0.0,1,0,6656.814060269913,0.0,2.1
0xd328aad3252df1b11ef6bda598b5998eb28f3e32,15738.754564398152,15738.754564398152,0.0,1,0.0,0.0,1,0,1,2019-06-02 16:08:20,2019-06-02 16:08:20,0.0,0.0,1,0,15738.754564398152,0.0,2.1
0xd3244ccde52969b6bdfe226e7d99174f43ed9abd,50.73745267257652,50.73745267257652,0.0,1,0.0,0.0,1,0,1,2019-08-12 16:40:50,2019-08-12 16:40:50,0.0,0.0,1,0,50.73745267257652,0.0,2.1
0x531b9b2197d718c4c28f71e601ae8f0a45a39146,2.8930751894102977,2.8930751894102977,0.0,1,0.0,0.0,1,0,1,2019-07-29 17:09:51,2019-07-29 17:09:51,0.0,0.0,1,0,2.8930751894102977,0.0,2.1
0xb3d836fa28a16dcf3f58f5e526ee38dd57d9cc4f,50.85912140371491,50.85912140371491,0.0,1,0.0,0.0,1,0,1,2019-07-28 06:02:28,2019-07-28 06:02:28,0.0,0.0,1,0,50.85912140371491,0.0,2.1
0x532352e3972daebd569e2cd2204ad95029c9d0e8,4.825214803259536,4.825214803259536,0.0,1,0.0,0.0,1,0,1,2019-08-03 18:53:08,2019-08-03 18:53:08,0.0,0.0,1,0,4.825214803259536,0.0,2.1
0x5324702290368d52b192a2cdc45bfeff073f157f,107.01557079340625,107.01557079340625,0.0,1,0.0,0.0,1,0,1,2019-07-22 19:58:12,2019-07-22 19:58:12,0.0,0.0,1,0,107.01557079340625,0.0,2.1
0x4e248177e428b97b1462a2056a8000c58c4dae05,1163.9587783605002,1163.9587783605002,0.0,1,0.0,0.0,1,0,1,2019-07-15 17:22:08,2019-07-15 17:22:08,0.0,0.0,1,0,1163.9587783605002,0.0,2.1
0xb3bf95aa39c4eb5772923c61693f35fc39e35fe0,10.196499640743944,10.196499640743944,0.0,1,0.0,0.0,1,0,1,2019-07-09 23:58:49,2019-07-09 23:58:49,0.0,0.0,1,0,10.196499640743944,0.0,2.1
0xb3c80f9e6116f5be8e44fabf809528ab0a6767e9,136.33884619429907,136.33884619429907,0.0,1,0.0,0.0,1,0,1,2019-05-29 15:35:12,2019-05-29 15:35:12,0.0,0.0,1,0,136.33884619429907,0.0,2.1
0xd2af6eabb0c2f33e3cdc883aff75e29e9470756d,962.7892215277549,962.7892215277549,0.0,1,0.0,0.0,1,0,1,2019-05-23 19:05:17,2019-05-23 19:05:17,0.0,0.0,1,0,962.7892215277549,0.0,2.1
0xd51db88cc5118cbceb9766c33dc9224bb63d0a99,14.09163654820169,14.09163654820169,0.0,1,0.0,0.0,1,0,1,2019-08-07 13:27:56,2019-08-07 13:27:56,0.0,0.0,1,0,14.09163654820169,0.0,2.1
0x8f9ea522c7b8026f3308f6aeaf4a4e458206b600,7282.177851789357,7282.177851789357,0.0,1,0.0,0.0,1,0,1,2019-05-28 04:30:10,2019-05-28 04:30:10,0.0,0.0,1,0,7282.177851789357,0.0,2.1
0x54d6572fa9b3767d5a88d071fee433e3f066ebbc,7.191539,7.191539,0.0,1,0.0,0.0,1,0,1,2019-08-04 19:50:59,2019-08-04 19:50:59,0.0,0.0,1,0,7.191539,0.0,2.1
0x5488034d7526317cfc5db4f98928e0edf45ead13,0.0606838892883896,0.0606838892883896,0.0,1,0.0,0.0,1,0,1,2019-07-29 19:01:51,2019-07-29 19:01:51,0.0,0.0,1,0,0.0606838892883896,0.0,2.1
0xb4418cc45582c0f7d6650f9784e4c24d28f01ee1,22.21779936285433,22.21779936285433,0.0,1,0.0,0.0,1,0,1,2019-06-08 03:31:09,2019-06-08 03:31:09,0.0,0.0,1,0,22.21779936285433,0.0,2.1
0x8f22519409f63e63f807028026aed16d860aa2a1,14.90698369818102,14.90698369818102,0.0,1,0.0,0.0,1,0,1,2019-08-09 15:23:23,2019-08-09 15:23:23,0.0,0.0,1,0,14.90698369818102,0.0,2.1
0xd20b9e71dc4f0eb3bc737584f85adcee0d78ce08,0.0599140039908741,0.0599140039908741,0.0,1,0.0,0.0,1,0,1,2019-07-30 19:16:11,2019-07-30 19:16:11,0.0,0.0,1,0,0.0599140039908741,0.0,2.1
